Body,Department,Supplier Name,Invoice Creation Date,Invoice Nett Amount,Subj Description
Lambeth,Children and Young People's Service,Fostering Outcomes,01/08/2012,3472.62,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Fostering Support Group,07/08/2012,6839.57,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Fostering Support Group,07/08/2012,3419.79,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Foundations:Assessments Consultancy Trainig Services LLP,14/08/2012,1260.00,CONTACT EXPENSES
Lambeth,Children and Young People's Service,Foundations:Assessments Consultancy Trainig Services LLP,31/07/2012,1080.00,CONTACT EXPENSES
Lambeth,Children and Young People's Service,Foundations:Assessments Consultancy Trainig Services LLP,31/07/2012,1320.00,CONTACT EXPENSES
Lambeth,Children and Young People's Service,Fulham FC Football & Community Scheme Ltd,31/07/2012,4359.00,GRANTS
Lambeth,Children and Young People's Service,Future Health & Social Care Association C.I.C,10/08/2012,6117.85,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,G4S Care & Justice Services (UK) Ltd,09/08/2012,5555.00,TRAVEL EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,992,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,768,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,960,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,1147.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,1110.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,992,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,960,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,1147.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,1110.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,928,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,960,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Galaxy Lettings Ltd,03/08/2012,576,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,16/08/2012,3000.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,20/08/2012,781,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,25/07/2012,2480.50,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,26/07/2012,10078.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,26/07/2012,2948.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,29/08/2012,3000.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,29/08/2012,4500.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Gardiner & Theobald LLP,30/08/2012,10766.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Glaziers Hall Limited,11/07/2012,970.5,CONFERENCE EXPENSES
Lambeth,Children and Young People's Service,Goldsmiths College,10/07/2012,1640.00,QUALIFICATION TRAINING - EXTERNAL
Lambeth,Children and Young People's Service,Grafham Grange Special Educational Trust,02/08/2012,21787.00,FEES - SPECIAL SCHOOLS
Lambeth,Children and Young People's Service,Grafham Grange Special Educational Trust,02/08/2012,1175.00,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,Grafham Grange Special Educational Trust,02/08/2012,19585.00,LEARNING RESOURCE (NOT ICT) - SCHOOLS
Lambeth,Children and Young People's Service,Greater London Fostering,02/08/2012,3381.79,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,02/08/2012,3381.79,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,02/08/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,02/08/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,02/08/2012,3249.11,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,02/08/2012,3249.11,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,02/08/2012,3381.79,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,02/08/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,02/08/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,02/08/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,02/08/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,06/08/2012,1938.00,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greenhill Jenner LLP,21/08/2012,1575.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Greenhill Jenner LLP,21/08/2012,38880.10,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Greenhill Jenner LLP,21/08/2012,58000.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Greenhill Jenner LLP,21/08/2012,17812.50,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,HLMAD Ltd,08/08/2012,20000.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,HLMAD Ltd,10/08/2012,32860.52,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,HLMAD Ltd,22/08/2012,14765.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Harris Consulting Limited,06/08/2012,3262.50,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Harris Consulting Limited,31/07/2012,2537.50,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Harris Consulting Limited,31/07/2012,3000.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Harrison Catering Services Ltd,02/08/2012,4483.02,CONTRACT CATERING
Lambeth,Children and Young People's Service,Harrison Catering Services Ltd,02/08/2012,1056.09,SCHOOL TRANSFER PAYMENT
Lambeth,Children and Young People's Service,Harrison Catering Services Ltd,16/08/2012,1562.89,CONTRACT CATERING
Lambeth,Children and Young People's Service,Health Education Link Service,30/07/2012,12833.50,GRANTS
Lambeth,Children and Young People's Service,Health Education Link Service,30/07/2012,12833.50,GRANTS
Lambeth,Children and Young People's Service,Healthcare & Transport Services,01/08/2012,3190.10,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Healthcare & Transport Services,25/07/2012,3657.60,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Healthcare & Transport Services,30/07/2012,3618.60,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Heath Farm Family Services,23/07/2012,3755.34,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,16/08/2012,730.71,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,16/08/2012,730.71,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,16/08/2012,730.71,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,16/08/2012,730.71,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,06/08/2012,3630.73,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,08/08/2012,3456.81,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,08/08/2012,3456.81,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,08/08/2012,3456.81,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,08/08/2012,3751.75,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,08/08/2012,3751.75,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,08/08/2012,5314.29,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,2590.71,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,16/08/2012,2507.14,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,16/08/2012,2391.43,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,17/08/2012,1674.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,17/08/2012,1893.21,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,17/08/2012,837,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,17/08/2012,1674.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,17/08/2012,757.14,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,17/08/2012,1674.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,20/08/2012,2121.43,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,20/08/2012,3033.57,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,20/08/2012,2391.43,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,20/08/2012,2590.71,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,20/08/2012,2989.29,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,20/08/2012,3746.57,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,20/08/2012,1574.36,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,20/08/2012,1674.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,20/08/2012,1395.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,20/08/2012,1631.57,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,20/08/2012,1389.86,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hortech Ltd.,21/08/2012,2966.17,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,Hyde Southbank Homes,15/08/2012,10000.00,VOLUNTARY BODIES
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1209.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1519.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,899,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,899,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1519.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1519.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1860.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,899,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1519.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,07/08/2012,2170.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,IT Lab,24/07/2012,681,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,IT Lab,26/07/2012,6839.94,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,In Toto Theatre,13/08/2012,2917.00,GRANTS
Lambeth,Children and Young People's Service,Inclusive Care Support,06/08/2012,3935.87,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Inclusive Care Support,25/05/2012,4580.90,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Inclusive Care Support,26/07/2012,9583.37,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Integrated Fostering Services Ltd,03/08/2012,3171.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Fostering Services Ltd,06/08/2012,3277.01,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Fostering Services Ltd,06/08/2012,3277.01,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Fostering Services Ltd,06/08/2012,3255.00,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Fostering Services Ltd,06/08/2012,3255.00,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Fostering Services Ltd,13/08/2012,3171.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Services Programme,01/08/2012,5748.33,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Services Programme,02/08/2012,5748.33,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Services Programme,03/08/2012,3473.55,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Services Programme,03/08/2012,5460.65,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Services Programme,03/08/2012,3919.33,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Services Programme,03/08/2012,3036.76,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Services Programme,03/08/2012,3556.01,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Services Programme,03/08/2012,5575.97,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Integrated Services Programme,03/08/2012,5575.97,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Interserve Technical Services Ltd,13/08/2012,14484.96,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,Interserve Technical Services Ltd,13/08/2012,12398.40,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,Interserve Technical Services Ltd,17/08/2012,1053.00,ENVIRONMENTAL IMPROVEMENTS
Lambeth,Children and Young People's Service,Interserve Technical Services Ltd,26/07/2012,18194.26,BUILDING MAINTENANCE
Lambeth,Children and Young People's Service,Interserve Technical Services Ltd,28/08/2012,3757.32,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,Judith Wilson Consulting,03/08/2012,2625.00,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,Just Learning Nursery Croydon,07/08/2012,985.74,SECTION 17: NURSERY/SCHOOL
Lambeth,Children and Young People's Service,Just Learning Nursery Croydon,07/08/2012,1105.34,SECTION 17: NURSERY/SCHOOL
Lambeth,Children and Young People's Service,Just Learning Nursery Croydon,07/08/2012,1022.07,SECTION 17: NURSERY/SCHOOL
Lambeth,Children and Young People's Service,Just Learning Nursery Croydon,07/08/2012,1168.06,SECTION 17: NURSERY/SCHOOL
Lambeth,Children and Young People's Service,KWSH Ltd,02/08/2012,2152.92,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,02/08/2012,2408.00,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,KWSH Ltd,03/08/2012,6186.24,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,KWSH Ltd,28/08/2012,553.66,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,28/08/2012,1067.02,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,KWSH Ltd,28/08/2012,2219.60,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,28/08/2012,2221.77,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,29/08/2012,1107.01,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,29/08/2012,1312.85,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,29/08/2012,3995.28,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,29/08/2012,1107.01,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,29/08/2012,1067.02,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,KWSH Ltd,31/07/2012,1071.30,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,31/07/2012,1107.01,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,31/07/2012,1071.30,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,31/07/2012,1107.01,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,31/07/2012,860.88,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,KWSH Ltd,31/07/2012,2538.06,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Kasper Ltd,10/08/2012,3826.95,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kelly Executive,09/08/2012,12518.50,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kelly Executive,09/08/2012,900,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kelly Executive,09/08/2012,900,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kelly Executive,20/07/2012,13532.00,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kendall Cars,09/08/2012,1245.00,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kendall Cars,09/08/2012,1262.00,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kendall Cars,09/08/2012,1095.00,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Keys 16 Plus ILS Ltd,02/08/2012,4414.71,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Keys 16 Plus ILS Ltd,02/08/2012,2635.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Keys 16 Plus ILS Ltd,02/08/2012,1830.17,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Keys 16 Plus ILS Ltd,03/08/2012,1826.83,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Keys 16 Plus ILS Ltd,03/08/2012,1558.68,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,09/08/2012,806.72,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,14/08/2012,3058.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,14/08/2012,3160.45,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,14/08/2012,3058.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,17/08/2012,3058.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,17/08/2012,3058.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,17/08/2012,3025.20,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,24/08/2012,3160.45,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,24/08/2012,3160.45,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,24/08/2012,3160.45,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,24/08/2012,4362.32,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,31/07/2012,3058.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,31/07/2012,3058.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,31/07/2012,3058.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,31/07/2012,4221.60,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kindercare Fostering Ltd,31/07/2012,3936.07,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kingscare Fostering Agency Ltd,03/08/2012,2878.57,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kingscare Fostering Agency Ltd,03/08/2012,2878.57,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kingscare Fostering Agency Ltd,03/08/2012,3100.00,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kingscare Fostering Agency Ltd,03/08/2012,6642.68,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kingscare Fostering Agency Ltd,21/08/2012,684,SECTION 17: ACCOMMODATION
Lambeth,Children and Young People's Service,Kwango Ltd,13/08/2012,995,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,LKA Educational Consultancy,10/08/2012,750,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,LKA Educational Consultancy,10/08/2012,750,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,LKA Educational Consultancy,10/08/2012,1875.00,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,Lambeth College,14/08/2012,520,QUALIFICATION TRAINING - EXTERNAL
Lambeth,Children and Young People's Service,Lambeth Youth Sports and Arts Development Association (LYSADA),24/08/2012,7700.00,GRANTS
Lambeth,Children and Young People's Service,Lengard Ltd,09/08/2012,96000.00,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,Lengard Ltd,17/02/2012,160291.85,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,Lengard Ltd,28/08/2012,397000.00,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,LexisNexis Butterworths,31/07/2012,798,CONFERENCE EXPENSES
Lambeth,Children and Young People's Service,Leyton Group,29/08/2012,23151.52,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,Living Accomodation Ltd,13/08/2012,961,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Living Accomodation Ltd,26/07/2012,961,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Livity Ltd,03/08/2012,4667.00,GRANTS
Lambeth,Children and Young People's Service,MAS Systems Ltd,08/08/2012,550,BUILDING MAINTENANCE
Lambeth,Children and Young People's Service,MAS Systems Ltd,28/08/2012,1188.00,BUILDING MAINTENANCE
Lambeth,Children and Young People's Service,MLM Consulting Engineers Ltd,01/08/2012,11913.39,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,MLM Consulting Engineers Ltd,06/08/2012,8125.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,MLM Consulting Engineers Ltd,06/08/2012,2000.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,MLM Consulting Engineers Ltd,14/08/2012,1000.00,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,MLM Consulting Engineers Ltd,21/08/2012,1320.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Maggie McNeill Education Ltd,21/08/2012,3500.00,CONSULTANCY
Lambeth,Children and Young People's Service,May Gurney Limited,29/08/2012,629823.20,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,Mentivation Services,24/08/2012,2438.50,GRANTS
Lambeth,Children and Young People's Service,Michael Hadi Associates Ltd,14/08/2012,872.83,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Michael Lawler Communications,06/08/2012,3600.00,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,Michael Lawler Communications,17/08/2012,3450.00,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,Michael Lawler Communications,27/07/2012,1354.50,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,Moments Fostering Ltd,17/08/2012,3796.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Moments Fostering Ltd,17/08/2012,3796.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Mondale Estates Ltd,08/08/2012,973.57,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Mondale Estates Ltd,08/08/2012,973.57,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Mondale Estates Ltd,08/08/2012,973.57,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Mondale Estates Ltd,08/08/2012,973.57,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Mondale Estates Ltd,08/08/2012,754.36,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Monkey Puzzle Day Nurseries Ltd,01/08/2012,5437.46,OTHER GRANTS FOR EDUCATION
Lambeth,Children and Young People's Service,Mulalley & Co Ltd,02/08/2012,154850.00,CONSULTANT ARCHITECT-FEES
Lambeth,Children and Young People's Service,Mulalley & Co Ltd,16/08/2012,267000.00,NEW BUILD
Lambeth,Children and Young People's Service,Mulalley & Co Ltd,27/07/2012,433000.00,NEW BUILD
